Insult,Date,Comment
0,20120530014316Z,this report on the same subject is also confus but slight less so : n
1,20120619205743Z,lol you sir are a jackass wipe the tear from your eye and move on mass effect suck
1,20120320171545Z,nbet your glad you did not have the ball to use your real name you look like such a dumb ass now (check vigil bonus on that link)
0,20120529022631Z,hey lawmanj do not let the troll get to you - - they get off on be intent irrat becaus they know that you expect them to be ration n njust step over them
0,,oooooooo they might get michael more on us great ! he about due for a stroke coronari about now anyway if fox caus it even better besid is not he a one percent with his mansion and big ass - et ?
0,20120529172417Z,one thing i have learn in + year peopl that make childish play on obama name or call him thing such as the messiah are realli pea - brain
0,20120619010746Z,hey queeni if you are litter which i doubt be into pcp and chit homi read zimmerman polic file with the orang counti clerk of court : n n
1,20120502101915Z,get i life u bitch ! ! ! navand ammed oru lekhanam
0,,this countri is broke economi is in a tank peopl are unemploy all new jersey senat care about is gay marriag can gay marriag fix this countri economi ? can gay marriag stimul job in new jersey ? can gay marriag serious benefit the general public of heterosexu ?
0,20120527175713Z,christ die for your sin if you do not sin christ die for noth !
0,20120611232310Z,if someon were to write a parodi of a left - wing psychopath it would read an aw lot like this post of your
0,20120503004155Z,whi do not you give a sprinkl of your magic pixi dust ?
1,20120320140135Z,it clueless racist like you who are in complet denial this boy was in fact kill becaus of his race there is no race card so now that they mention race you are no longer behind them ? you are as sick as the bastard who pull the trigger
0,20120620011345Z,wow if you cannot get use to it then i do not know wtf to tell you it should not be a surpris to see akp post these thing you can choos not to click on it or if it such an eyesor go to a differ site for kpop news whi do not you ? n nyou were direct your comment to the staff ? hm ok sure i do not see whi you should post it on the comment section and you do not know how mani time i have to see comment about this articl be useless it tire and repetit so just contact the staff like you will if you are realli annoy
0,20120515122956Z,how old are you ?
1,20120619163844Z,you stupid shit ! stop spam ! delet his profil ! ! !
0,20120620035708Z,hahahahahaha snort hahahahahahahaha
1,20120619192141Z,the differ between your wife and a rooster holdyourown ? the rooster say cock - a - doodl doo your mama say ani - cock will do
1,20120619155945Z,dear pingback fuck you or use vidya it stupid as shit and you are not fuck funni or part of a precious internet club gtfo r nthat goe with you oldfag onli except is that fag is overus die bitch
0,20120528163624Z,i got to admit he hillar with his fact
1,20120619184335Z,you are an arrog bitch and what is wrong with the world today most caus by you pond life banker ! ! ! ! !
0,20120612013426Z,i would comment on how confid the king are move the puck around but have a goal lead would tend to instil confid in your game
0,20120618231549Z,fuck yeah the killing(i over)
0,20120610100911Z,oh my dongsaeng~~ you are an angel sent from heaven to make us nameless feel soooo good ! kkk ! thank you ^ ^
